Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV100373,Machine of Crimson,"Horror, Action, Thriller",1994.0,Sanjay Leela Bhansali,"Irrfan Khan, Tabu, Nawazuddin Siddiqui, Ayushmann Khurrana","isolated village, blackmail, haunted house, assassination, cat and mouse, rescue",Tamil,124.0,Dharma Productions
MOV104018,Between Broken and Moon,"Thriller, Adventure, Crime",2011.0,Ayan Mukerji,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","missing person, gang rivalry, treasure hunt",Hindi,,Sony Pictures
MOV109748,The Borrowed City 825,"Thriller, Action, Horror",2021.0,Jordan Peele,"Tony Leung, Tang Wei, Andy Lau","espionage, possession, missing person, conspiracy",English,159.0,Hombale Films
MOV106336,Horizon of Silver,"Drama, Thriller",2007.0,Christopher Nolan,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","class divide, missing person, conspiracy, identity",Hindi,92.0,Lionsgate
MOV108414,The Golden Forest 449,"Fantasy, Drama",2009.0,Lokesh Kanagaraj,"Dev Patel, Freida Pinto, Roshan Seth","ambition, ancient prophecy, shape-shifter, grief",English,128.0,Universal Pictures
MOV110018,The Glass Archive 994,Thriller,2022.0,Rajkumar Hirani,"Rajinikanth, Fahadh Faasil, Ritika Singh","surveillance, blackmail",Telugu,117.0,Geetha Arts
MOV106710,The Midnight City 12,"Drama, Fantasy",1991.0,Greta Gerwig,"Daniel Kaluuya, Lupita Nyong'o, John David Washington, Aamir Khan","redemption, betrayal, shape-shifter, ancient prophecy",Spanish,98.0,PathÃ©
MOV111472,The Winter River 506,Crime,2021.0,Steven Spielberg,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas, Rajkummar Rao","detective, stolen evidence",English,125.0,Universal Pictures
MOV112632,The Paper River 204,"Drama, Romance",1998.0,Shoojit Sircar,"Aamir Khan, Richa Chadda, Vijay Raaz","identity, long distance, unexpected meeting, family secrets",Tamil,181.0,Lyca Productions
MOV118120,The Burning Road 500,"Drama, Sci-Fi",2000.0,Lokesh Kanagaraj,"Vidya Balan, Shefali Shah, Rajesh Tailang, Gael GarcÃ­a Bernal","time travel, identity, redemption",Korean,164.0,Warner Bros. Pictures
MOV116222,The Blue Forest 959,"Comedy, Sci-Fi",2019.0,Wes Anderson,"Dev Patel, Freida Pinto, Roshan Seth","parallel universe, workplace, awkward romance, climate collapse",English,131.0,Netflix
MOV104138,Restless at Letter,Thriller,1985.0,Christopher Nolan,"Aamir Khan, Richa Chadda, Vijay Raaz","cat and mouse, false identity",Tamil,114.0,Warner Bros. Pictures
MOV101034,Sacred Shadow,"Romance, Comedy",1992.0,Zoya Akhtar,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","wedding, workplace, family",English,150.0,Lionsgate
MOV118474,The Parallel Letter 273,"Drama, Adventure",1979.0,Farhan Akhtar,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","wilderness, lost city, betrayal, class divide",Telugu,152.0,Netflix
MOV117447,The Parallel Kingdom 386,"Drama, Comedy",2016.0,Bong Joon Ho,"Rajinikanth, Fahadh Faasil, Ritika Singh","betrayal, wedding, grief, workplace",Tamil,113.0,Lionsgate
MOV107224,The Sacred House 457,Comedy,1997.0,Vetrimaaran,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","family, road trip",Hindi,118.0,Yash Raj Films
MOV111885,The Velvet Horizon 623,Thriller,1984.0,Christopher Nolan,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","false identity, blackmail",English,131.0,Universal Pictures
MOV101871,Between Borrowed and Kingdom,"Sci-Fi, Mystery",1997.0,Taika Waititi,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","unsolved murder, artificial intelligence, climate collapse",French,183.0,Red Chillies Entertainment
MOV109524,The Silver City 226,"Drama, Adventure",2017.0,Greta Gerwig,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","redemption, lost city, betrayal, ancient map",Hindi,155.0,Warner Bros. Pictures
MOV106021,A Signal in Broken,"Action, Sci-Fi",1982.0,Wes Anderson,"Chris Evans, Ana de Armas, Oscar Isaac","parallel universe, mercenary, heist, artificial intelligence",English,113.0,Warner Bros. Pictures
MOV100262,Lantern of Silver,"Action, Crime, Comedy, Sci-Fi",2008.0,Mira Nair,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","road trip, friendship, gang rivalry",English,107.0,Paramount Pictures
MOV106458,The Golden Garden 761,"Drama, Horror",2018.0,S. S. Rajamouli,"Tom Hanks, Emily Blunt, John Boyega","ambition, family secrets, nightmare",English,130.0,Warner Bros. Pictures
MOV111217,The Silent Harbor 482,"Action, Drama, Comedy",2013.0,Meghna Gulzar,"Dev Patel, Freida Pinto, Roshan Seth","warzone, misunderstanding, road trip, family secrets",English,104.0,Warner Bros. Pictures
MOV116169,The Broken Garden 948,Drama,2006.0,Pedro AlmodÃ³var,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","coming of age, ambition",English,89.0,Dharma Productions
MOV103122,House of Distant,Thriller,2002.0,Christopher Nolan,"Zendaya, TimothÃ©e Chalamet, Florence Pugh, Rajkummar Rao","blackmail, missing person",English,171.0,Dharma Productions
MOV118159,The Winter Lantern 424,Drama,2006.0,Steven Spielberg,"Chris Evans, Ana de Armas, Oscar Isaac","betrayal, identity",English,96.0,Unknown
MOV118988,The Velvet Garden 226,Romance,2018.0,Greta Gerwig,"Vijay, Trisha Krishnan, Arjun Sarja","heartbreak, first love",Spanish,154.0,A24
MOV103768,A Garden in Fading,Thriller,1990.0,Lijo Jose Pellissery,"Song Kang-ho, Bae Doona, Park So-dam","surveillance, cat and mouse",Telugu,96.0,Universal Pictures
MOV114992,The Northern House 573,"Action, Thriller",2008.0,Steven Spielberg,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","false identity, espionage, cat and mouse",English,130.0,Sony Pictures
MOV106699,The Forgotten Bridge 854,"Thriller, Drama",2015.0,David Fincher,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","false identity, conspiracy, redemption, identity",Malayalam,116.0,Paramount Pictures
MOV104247,The Midnight Harbor,Thriller,2000.0,Unknown,"Vidya Balan, Shefali Shah, Rajesh Tailang","false identity, conspiracy",English,104.0,Paramount Pictures
MOV107687,The Broken Horizon 16,Comedy,2000.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","awkward romance, family",Hindi,131.0,Warner Bros. Pictures
MOV109321,The Crimson Room 246,"Romance, Action",2016.0,James Wan,"Nana Patekar, Tabu, Konkona Sen Sharma","revenge, heartbreak, long distance",Korean,116.0,Netflix
MOV108973,The Silent House 731,"Horror, Thriller, Romance",1999.0,Steven Spielberg,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","unexpected meeting, conspiracy, blackmail, urban legend, long distance, isolated village",English,147.0,Amazon MGM Studios
MOV106154,Between Midnight and Archive,"Action, Thriller",2018.0,Karthik Subbaraj,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","assassination, missing person, revenge, blackmail",Hindi,182.0,Lionsgate
MOV116564,The Wild Garden 656,"Thriller, Adventure",2022.0,ChloÃ© Zhao,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","false identity, expedition, surveillance, treasure hunt",English,102.0,Universal Pictures
MOV118753,The Wild Machine 973,Adventure,2018.0,Mira Nair,"Vidya Balan, Shefali Shah, Rajesh Tailang","ancient map, wilderness",English,117.0,Paramount Pictures
MOV117978,The Sacred Lantern 940,Horror,2020.0,Ayan Mukerji,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","urban legend, haunted house",English,116.0,Gaumont
MOV119225,The Sacred Promise 801,Adventure,1999.0,Bong Joon Ho,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","ancient map, expedition",Hindi,129.0,Lyca Productions
MOV118545,The Borrowed Clock 752,"Thriller, Adventure",2010.0,Jordan Peele,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","lost city, blackmail, survival, missing person",French,187.0,Warner Bros. Pictures
MOV104683,Crimson Echo,"Crime, Comedy",2016.0,Ayan Mukerji,"Triptii Dimri, Rajkummar Rao, Vijay Varma","friendship, road trip, corruption, gang rivalry",English,110.0,Netflix
MOV102058,Between Restless and Shadow,"Comedy, Thriller, Action",2016.0,Ayan Mukerji,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","misunderstanding, family, warzone",Tamil,123.0,Phantom Films
MOV113835,The Restless Promise 78,Drama,2017.0,Rajkumar Hirani,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","betrayal, family secrets",English,122.0,Paramount Pictures
MOV112272,The Velvet City 788,Sci-Fi,2006.0,ChloÃ© Zhao,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","parallel universe, artificial intelligence",English,109.0,DreamWorks Animation
MOV119021,The Northern Signal 85,"Horror, Adventure",2015.0,Christopher Nolan,Unknown,"possession, haunted house, expedition, survival",Italian,165.0,Suresh Productions
MOV103779,Fading Beyond the Horizon,"Horror, Action",2007.0,Christopher Nolan,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","mercenary, rescue, haunted house, nightmare",French,121.0,Hombale Films
MOV113768,The Borrowed Sky 483,"Thriller, Horror",2024.0,Karthik Subbaraj,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","possession, isolated village, missing person, false identity",English,183.0,Geetha Arts
MOV103182,A Sky in Borrowed,"Action, Fantasy",2025.0,Ryusuke Hamaguchi,Unknown,"undercover, enchanted forest, heist, sorcery",English,127.0,Phantom Films
MOV108912,The Broken Story 208,"Sci-Fi, Comedy",1989.0,Denis Villeneuve,"Saoirse Ronan, Andrew Scott, Jessie Buckley, Vijay","climate collapse, artificial intelligence, workplace, awkward romance",Korean,161.0,Sony Pictures
MOV105483,Between Neon and Machine,Thriller,1985.0,Rian Johnson,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","missing person, blackmail",Hindi,151.0,Netflix
MOV115500,The Autumn Echo 243,Thriller,2023.0,Makoto Shinkai,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","conspiracy, false identity",English,90.0,Dharma Productions
MOV109913,The Electric House 400,"Thriller, Action, Crime",2015.0,Nagraj Manjule,"Adam Driver, Scarlett Johansson, Oscar Isaac","organized crime, conspiracy, false identity, stolen evidence, assassination, revenge",English,145.0,Warner Bros. Pictures
MOV111179,The Silent Valley 48,Drama,2013.0,Taika Waititi,"Suriya, Jyotika, Karthi","betrayal, identity",Bengali,131.0,20th Century Studios
MOV115158,The Winter Room 29,"Comedy, Romance",2006.0,Zoya Akhtar,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","first love, friendship, long distance, awkward romance",Tamil,169.0,DreamWorks Animation
MOV101462,Broken Sky,"Horror, Sci-Fi",2007.0,Greta Gerwig,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","space mission, nightmare, urban legend, artificial intelligence",English,150.0,20th Century Studios
MOV102996,Crimson Beyond the Road,"Comedy, Drama",1989.0,Unknown,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","ambition, road trip, workplace",English,139.0,Gaumont
MOV104270,Between Paper and Machine,Romance,1995.0,Denis Villeneuve,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","wedding, long distance",English,116.0,Red Chillies Entertainment
MOV102801,The Crimson House,Drama,2015.0,James Wan,"Suriya, Jyotika, Karthi","family secrets, ambition",Korean,150.0,Lionsgate
MOV117599,The Electric House 55,Action,2019.0,Satoshi Kon,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","mercenary, chase",English,124.0,Lionsgate
MOV101492,Between Crimson and Letter,"Romance, Comedy",2013.0,S. S. Rajamouli,"Dhanush, Sai Pallavi, Prakash Raj, Dulquer Salmaan","family, friendship, second chance, wedding",English,107.0,Sun Pictures
MOV106165,Between Sacred and Season,Drama,2001.0,Farhan Akhtar,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","betrayal, redemption",Kannada,99.0,Dharma Productions
MOV107961,The Crimson Road 183,Drama,2010.0,Vetrimaaran,"Nana Patekar, Tabu, Konkona Sen Sharma","identity, betrayal",Hindi,126.0,Netflix
MOV113656,The Crimson Letter 397,"Thriller, Romance",2015.0,Karthik Subbaraj,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","first love, unexpected meeting, missing person, false identity",Italian,115.0,Lionsgate
MOV103252,Autumn at Kingdom,"Fantasy, Crime, Thriller",2019.0,Hayao Miyazaki,"Triptii Dimri, Rajkummar Rao, Vijay Varma","sorcery, stolen evidence, surveillance, money laundering, mythical kingdom",English,127.0,DreamWorks Animation
MOV111282,The Electric Horizon 788,Drama,2025.0,Unknown,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","redemption, betrayal",Malayalam,161.0,Netflix
MOV108508,The Silent Road 231,"Comedy, Horror",2004.0,Jordan Peele,"Tom Hanks, Emily Blunt, John Boyega","awkward romance, curse, haunted house, family",Bengali,149.0,Mythri Movie Makers
MOV110351,The Midnight Story 890,Thriller,1981.0,Zoya Akhtar,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","surveillance, false identity",Tamil,138.0,Lyca Productions
MOV105355,Blue Clock,"Sci-Fi, Adventure, Comedy",2008.0,Satoshi Kon,"Vidya Balan, Shefali Shah, Rajesh Tailang","artificial intelligence, parallel universe, wedding, friendship",Korean,95.0,Mythri Movie Makers
MOV117601,The Midnight Witness 934,"Sci-Fi, Comedy",1991.0,Rajkumar Hirani,"Triptii Dimri, Rajkummar Rao, Vijay Varma","artificial intelligence, family, parallel universe, misunderstanding",Hindi,85.0,Dharma Productions
MOV112147,The Borrowed Sky 561,Romance,2016.0,Rajkumar Hirani,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","wedding, heartbreak",Japanese,150.0,Universal Pictures
MOV119000,The Midnight Archive 168,Drama,2015.0,Denis Villeneuve,"Aamir Khan, Richa Chadda, Vijay Raaz","identity, betrayal",Hindi,112.0,Hombale Films
MOV103502,Autumn at Station,"Mystery, Drama, Horror",2022.0,Shoojit Sircar,"Aamir Khan, Richa Chadda, Vijay Raaz","ritual, vanished witness, possession",Korean,142.0,Mythri Movie Makers
MOV104244,The Glass Letter,Fantasy,2023.0,Denis Villeneuve,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","enchanted forest, sorcery",Kannada,137.0,Suresh Productions
MOV117885,The Winter Kingdom 924,"Comedy, Drama",1979.0,Patty Jenkins,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","workplace, wedding, ambition, coming of age",English,174.0,Hombale Films
MOV115501,The Fading City 682,Romance,2016.0,Ayan Mukerji,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma, Mammootty","wedding, first love",Tamil,132.0,Amazon MGM Studios
MOV114570,The Endless Witness 721,Comedy,2016.0,Alfonso CuarÃ³n,"Mammootty, Nimisha Sajayan, Roshan Mathew","awkward romance, workplace",English,124.0,20th Century Studios
MOV110304,The Silent Letter 448,"Drama, Crime",2009.0,Steven Spielberg,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","class divide, stolen evidence, gang rivalry, coming of age",English,143.0,Sun Pictures
MOV100491,Sacred at Witness,"Action, Drama",2006.0,Pedro AlmodÃ³var,"Chris Evans, Ana de Armas, Oscar Isaac","assassination, coming of age, class divide",English,95.0,Phantom Films
MOV113257,The Golden City 10,Horror,2004.0,Bennett Miller,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","possession, isolated village",English,198.0,Gaumont
MOV113420,The Glass City 21,Action,2003.0,Christopher Nolan,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","espionage, chase",English,127.0,Mythri Movie Makers
MOV114510,The Electric Moon 571,"Action, Thriller",2013.0,Greta Gerwig,"Adam Driver, Scarlett Johansson, Oscar Isaac","cat and mouse, conspiracy, warzone",Korean,140.0,Yash Raj Films
MOV114797,The Forgotten Sky 435,"Action, Mystery",2013.0,Lijo Jose Pellissery,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","unsolved murder, forensic clue, undercover",English,100.0,Universal Pictures
MOV110868,The Northern Kingdom 806,"Action, Comedy, Drama",1976.0,Nagraj Manjule,"Suriya, Jyotika, Karthi","warzone, awkward romance, ambition, class divide, workplace, revenge",Malayalam,154.0,DreamWorks Animation
MOV106640,The Midnight Forest 894,"Action, Drama",2018.0,Sanjay Leela Bhansali,"Aamir Khan, Richa Chadda, Vijay Raaz","ambition, assassination, mercenary, grief",English,145.0,Sony Pictures
MOV109776,The Winter Station 128,"Comedy, Drama",1997.0,Ayan Mukerji,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","wedding, road trip, grief, ambition",Telugu,104.0,20th Century Studios
MOV108377,The Neon Story 832,"Action, Romance, Thriller",1991.0,Mira Nair,"Tony Leung, Tang Wei, Andy Lau","long distance, unexpected meeting, blackmail",English,159.0,20th Century Studios
MOV119109,The Golden Promise 259,Comedy,2020.0,Meghna Gulzar,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas",Unknown,Tamil,119.0,Warner Bros. Pictures
MOV110995,The Velvet Valley 402,"Comedy, Horror",2025.0,Makoto Shinkai,"Nana Patekar, Tabu, Konkona Sen Sharma, Adam Driver","ritual, awkward romance, curse, wedding",Kannada,134.0,Dharma Productions
MOV115713,The Parallel House 108,"Comedy, Mystery",2006.0,ChloÃ© Zhao,"Tony Leung, Tang Wei, Andy Lau","unsolved murder, vanished witness, family, friendship",English,151.0,Paramount Pictures
MOV114670,The Forgotten Voyage 397,"Crime, Thriller",,Christopher Nolan,"Rajinikanth, Fahadh Faasil, Ritika Singh","organized crime, false identity, stolen evidence, cat and mouse",Hindi,109.0,Universal Pictures
MOV119714,The Burning Shadow 699,"Sci-Fi, Action",1979.0,Jordan Peele,"Saoirse Ronan, Andrew Scott, Jessie Buckley","assassination, space mission, mercenary, android",Hindi,112.0,Yash Raj Films
MOV103323,Glass Beyond the Echo,"Action, Horror",2025.0,Sanjay Leela Bhansali,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","chase, ritual, curse, revenge",English,195.0,DreamWorks Animation
MOV110294,The Broken Mirror 897,Action,2025.0,Rian Johnson,"Nana Patekar, Tabu, Konkona Sen Sharma","undercover, rescue",Hindi,121.0,Sun Pictures
MOV111407,The Forgotten Machine 558,"Adventure, Fantasy",2015.0,David Fincher,"Nana Patekar, Tabu, Konkona Sen Sharma","ancient prophecy, ancient map, wilderness",English,160.0,Yash Raj Films
MOV102023,Endless at City,Horror,2005.0,Damien Chazelle,"Tom Hanks, Emily Blunt, John Boyega","ritual, haunted house",English,154.0,Lyca Productions
MOV117780,The Fading Promise 581,"Drama, Horror",2009.0,Patty Jenkins,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","curse, nightmare, identity",English,146.0,Unknown
MOV106803,The Parallel Voyage 405,"Drama, Comedy",1995.0,Lijo Jose Pellissery,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","identity, friendship, wedding, grief",Malayalam,,Mythri Movie Makers
MOV108342,The Paper Garden 934,"Romance, Action",2024.0,Rajkumar Hirani,"Suriya, Jyotika, Karthi, Suriya","heartbreak, long distance, warzone, chase",Korean,93.0,Netflix
MOV102769,Midnight Beyond the Signal,Action,2014.0,ChloÃ© Zhao,"Chris Evans, Ana de Armas, Oscar Isaac","warzone, revenge",Hindi,125.0,PathÃ©
MOV107209,The Velvet Lantern 571,"Horror, Drama",2009.0,Lijo Jose Pellissery,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","isolated village, ritual, identity",Hindi,100.0,Warner Bros. Pictures
MOV116336,The Winter Lantern 238,"Action, Drama",1983.0,Steven Spielberg,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","revenge, rescue, identity",Hindi,127.0,Mythri Movie Makers
MOV103032,Road of Silent,"Comedy, Mystery",2015.0,Sanjay Leela Bhansali,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","family, awkward romance, secret room, forensic clue",Korean,131.0,Dharma Productions
